Source Indicator ID,Source Name,Indicator Category,Indicator Name,Indicator Description,Year,Location,Value,Gender,Unit,Desired Direction
B24012_035E,American Community Survey,Income,Production occupations,,2016,AZ,33044,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2016,US,36489,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2017,Bullhead City,30408,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2017,AZ,34218,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2017,US,37198,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2018,Bullhead City,26756,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2018,AZ,35078,Male,people,high
B24012_035E,American Community Survey,Income,Production occupations,,2018,US,38890,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2010,Bullhead City,21250,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2010,AZ,34641,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2010,US,34613,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2011,Bullhead City,34875,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2011,AZ,33945,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2011,US,34932,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2012,Bullhead City,42273,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2012,AZ,33435,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2012,US,34911,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2013,Bullhead City,36731,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2013,AZ,32953,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2013,US,34765,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2014,Bullhead City,31838,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2014,AZ,32667,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2014,US,35139,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2015,Bullhead City,23750,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2015,AZ,32754,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2015,US,35430,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2016,Bullhead City,25956,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2016,AZ,33642,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2016,US,35946,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2017,Bullhead City,26054,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2017,AZ,35460,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2017,US,36643,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2018,Bullhead City,26865,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2018,AZ,35771,Male,people,high
B24012_036E,American Community Survey,Income,Transportation occupations,,2018,US,37893,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2010,Bullhead City,21182,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2010,AZ,20494,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2010,US,22827,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2011,Bullhead City,25039,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2011,AZ,20190,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2011,US,23396,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2012,Bullhead City,22232,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2012,AZ,20385,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2012,US,23342,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2013,Bullhead City,26085,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2013,AZ,19702,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2013,US,23336,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2014,Bullhead City,25139,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2014,AZ,19293,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2014,US,23581,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2015,Bullhead City,19375,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2015,AZ,20106,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2015,US,23628,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2016,Bullhead City,20200,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2016,AZ,20560,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2016,US,24229,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2017,Bullhead City,48099,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2017,AZ,21283,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2017,US,25090,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2018,Bullhead City,16780,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2018,AZ,21644,Male,people,high
B24012_037E,American Community Survey,Income,Material moving occupations,,2018,US,24388,Male,people,high
B24012_038E,American Community Survey,Income,All occupations,,2010,Bullhead City,18030,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2010,AZ,27324,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2010,US,26897,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2011,Bullhead City,20240,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2011,AZ,27983,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2011,US,27527,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2012,Bullhead City,19752,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2012,AZ,28151,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2012,US,27901,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2013,Bullhead City,19699,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2013,AZ,28156,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2013,US,28173,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2014,Bullhead City,20424,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2014,AZ,28220,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2014,US,28476,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2015,Bullhead City,20500,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2015,AZ,28201,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2015,US,28576,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2016,Bullhead City,20519,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2016,AZ,28410,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2016,US,29197,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2017,Bullhead City,21633,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2017,AZ,29717,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2017,US,30244,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2018,Bullhead City,22288,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2018,AZ,30521,Female,people,high
B24012_038E,American Community Survey,Income,All occupations,,2018,US,31005,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2010,Bullhead City,29922,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2010,AZ,41589,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2010,US,42967,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2011,Bullhead City,32943,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2011,AZ,42270,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2011,US,44254,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2012,Bullhead City,29826,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2012,AZ,43048,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2012,US,45135,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2013,Bullhead City,27243,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2013,AZ,43324,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2013,US,45932,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2014,Bullhead City,33395,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2014,AZ,43423,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2014,US,46326,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,Bullhead City,33952,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,AZ,42988,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2015,US,46361,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,Bullhead City,33900,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,AZ,43473,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2016,US,46918,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,Bullhead City,35106,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,AZ,44796,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2017,US,48343,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,Bullhead City,37216,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,AZ,46222,Female,people,high
B24012_039E,American Community Survey,Income,"Management, business, science, and arts occupations",,2018,US,50067,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2010,Bullhead City,31141,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2010,AZ,45590,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2010,US,47966,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2011,Bullhead City,34595,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2011,AZ,46591,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2011,US,49705,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2012,Bullhead City,27174,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2012,AZ,47415,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2012,US,50738,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2013,Bullhead City,25712,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2013,AZ,48179,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2013,US,51342,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2014,Bullhead City,26641,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2014,AZ,48722,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2014,US,51821,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2015,Bullhead City,26806,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2015,AZ,48831,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2015,US,51859,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2016,Bullhead City,25481,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2016,AZ,50101,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2016,US,52566,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2017,Bullhead City,32439,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2017,AZ,51269,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2017,US,54276,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2018,Bullhead City,34863,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2018,AZ,52648,Female,people,high
B24012_040E,American Community Survey,Income,"Management, business, and financial occupations",,2018,US,56202,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2010,Bullhead City,31336,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2010,AZ,48663,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2010,US,50423,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2011,Bullhead City,35739,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2011,AZ,50197,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2011,US,51563,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2012,Bullhead City,27282,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2012,AZ,50716,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2012,US,52749,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2013,Bullhead City,26368,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2013,AZ,50781,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2013,US,53238,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2014,Bullhead City,30051,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2014,AZ,51609,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2014,US,53747,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2015,Bullhead City,26907,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2015,AZ,51676,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2015,US,54012,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2016,Bullhead City,30653,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2016,AZ,52423,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2016,US,55215,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2017,Bullhead City,33338,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2017,AZ,54110,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2017,US,56790,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2018,Bullhead City,35654,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2018,AZ,55493,Female,people,high
B24012_041E,American Community Survey,Income,Management occupations,,2018,US,58361,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2010,Bullhead City,30804,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2010,AZ,42354,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2010,US,45365,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2011,Bullhead City,32898,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2011,AZ,42998,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2011,US,46818,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2012,Bullhead City,26250,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2012,AZ,44359,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2012,US,48225,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2013,Bullhead City,23077,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2013,AZ,45330,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2013,US,49012,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2014,Bullhead City,17768,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2014,AZ,45410,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2014,US,49784,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2015,Bullhead City,26146,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2015,AZ,45299,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2015,US,50070,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2016,Bullhead City,17409,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2016,AZ,46250,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2016,US,50644,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2017,Bullhead City,20000,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2017,AZ,47660,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2017,US,51716,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2018,Bullhead City,23125,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2018,AZ,49530,Female,people,high
B24012_042E,American Community Survey,Income,Business and financial operations occupations,,2018,US,54165,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,Bullhead City,14107,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,AZ,52031,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2010,US,55112,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,Bullhead City,-666666666,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,AZ,53878,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2011,US,57080,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,Bullhead City,14387,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,AZ,54933,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2012,US,58393,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,Bullhead City,14877,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,AZ,55504,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2013,US,59021,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,Bullhead City,41250,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,AZ,56907,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2014,US,60102,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,Bullhead City,41630,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,AZ,57123,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2015,US,60389,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,Bullhead City,36000,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,AZ,57835,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2016,US,61010,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,Bullhead City,43000,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,AZ,59257,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2017,US,62397,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,Bullhead City,50536,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,AZ,60905,Female,people,high
B24012_043E,American Community Survey,Income,"Computer, engineering, and science occupations",,2018,US,63864,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2010,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2010,AZ,55272,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2010,US,60781,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2011,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2011,AZ,55770,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2011,US,62776,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2012,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2012,AZ,57526,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2012,US,63636,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2013,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2013,AZ,57684,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2013,US,64264,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2014,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2014,AZ,58460,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2014,US,65179,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2015,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2015,AZ,58637,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2015,US,65194,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2016,Bullhead City,40893,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2016,AZ,59630,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2016,US,65880,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2017,Bullhead City,40000,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2017,AZ,60917,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2017,US,67785,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2018,Bullhead City,-666666666,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2018,AZ,62142,Female,people,high
B24012_044E,American Community Survey,Income,Computer and mathematical occupations,,2018,US,68729,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2010,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2010,AZ,53112,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2010,US,54390,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2011,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2011,AZ,58667,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2011,US,56794,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2012,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2012,AZ,58981,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2012,US,58626,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2013,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2013,AZ,60299,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2013,US,59497,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2014,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2014,AZ,64105,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2014,US,60288,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2015,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2015,AZ,66371,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2015,US,60971,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2016,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2016,AZ,68395,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2016,US,61949,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2017,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2017,AZ,74391,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2017,US,63751,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2018,Bullhead City,-666666666,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2018,AZ,75759,Female,people,high
B24012_045E,American Community Survey,Income,Architecture and engineering occupations,,2018,US,66449,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,Bullhead City,14107,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,AZ,42342,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2010,US,47139,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,Bullhead City,-666666666,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,AZ,43013,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2011,US,48824,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,Bullhead City,14387,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,AZ,46455,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2012,US,49894,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,Bullhead City,14406,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,AZ,49354,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2013,US,50414,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,Bullhead City,31638,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,AZ,48154,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2014,US,50916,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,Bullhead City,31842,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,AZ,48632,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2015,US,50769,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,Bullhead City,34091,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,AZ,48320,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2016,US,51122,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,Bullhead City,-666666666,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,AZ,48084,Female,people,high
B24012_046E,American Community Survey,Income,"Life, physical, and social science occupations",,2017,US,52186,Female,people,high
