Transaction Type,Payee/Customer/Vendor Name,Amount,Transaction Description,Posting Date,Transaction ID,Fund1,Dept1,Div1,Dept_Name,Year,Fund_Name
PY,NOT APPLICABLE,"$10,179.86",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046361,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$13,408.73",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046451,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,205.60",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046477,101 - GENERAL ,619 - GEN GOVT,3010 - PLANNING & ZONING,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,059.90",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046567,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.71",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5056992,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,241.99",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5056997,101 - GENERAL ,619 - GEN GOVT,3010 - PLANNING & ZONING,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$13,408.72",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057002,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$6,157.29",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057008,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,062.62",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057014,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$6,157.28",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5066929,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.71",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067181,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$13,408.72",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067280,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,242.00",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067307,101 - GENERAL ,619 - GEN GOVT,3010 - PLANNING & ZONING,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,062.62",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067404,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$6,157.31",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081486,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.70",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081731,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$13,408.72",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081828,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,242.00",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081852,101 - GENERAL ,619 - GEN GOVT,3010 - PLANNING & ZONING,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,080.24",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081939,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$6,010.37",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5096715,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.72",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5096950,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$11,191.14",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097046,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,264.00",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097069,101 - GENERAL ,619 - GEN GOVT,3010 - PLANNING & ZONING,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,087.82",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097161,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$6,157.27",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5106906,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.70",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107148,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$11,191.12",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107244,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$7,087.80",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107357,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$5,368.76",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5114747,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.73",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5114972,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$12,790.14",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115070,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,147.01",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115187,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2017,GENERAL 
PY,NOT APPLICABLE,"$10,226.70",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128818,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.12",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128914,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,048.61",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129029,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$10,226.70",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5140992,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.12",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141098,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,048.62",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141211,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$10,226.71",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150730,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.12",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150825,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,048.62",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150937,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$10,226.70",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159746,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.13",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159850,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,060.04",REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159962,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,924.87",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171713,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$10,226.71",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171938,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.12",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172027,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,328.62",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172137,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,963.27",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183592,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$10,295.52",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183820,101 - GENERAL ,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$12,790.12",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183913,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,General Government,2018,GENERAL 
PY,NOT APPLICABLE,"$5,328.62",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184017,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,General Government,2018,GENERAL 
EX,"COTTER, TOBY","$9,738.75","TURF REBATE FOR 3781 TOMAHAWK LANE, APN 222-20-019 - 4312",20171113,4596 - REBATE22220019-2 - 11/13/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,"DAVID, SUSAN K.","$7,740.00","TURF REBATE FOR 1473 SUMMIT LANE, APN 214-24-062 - 4312",20170411,20090 - REBATE 21424062 - 04/11/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,DJL ENTERPRISES LLC,"$11,250.00","TURF REBATE FOR 903 HIGHWAY 95, APN 347-14-037 - 4312",20180208,552 - REBATE 34714037 - 02/08/2018 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2018,WATER IMPOST
EX,"HEATH, JOE & JANIS","$5,711.25","TURF REBATE FOR 3820 BRANDING IRON DR, APN 222-23-082 - 4312",20171205,20313 - REBATE 22223082 - 12/05/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,"KURAS, ZITA","$5,000.00",TURF REBATE FOR 2904 DESERT VISTA DRIVE - 4312,20180228,20424 - 022318 - 02/28/2018 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2018,WATER IMPOST
EX,"LAUGHLIN, DONALD J","$11,250.00","TURF REBATE FOR 653 HIGHWAY 95, APN 347-14-002 - 4312",20180214,20415 - REBATE 34714002 - 02/14/2018 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2018,WATER IMPOST
EX,"LUCCHINO, JAMIE","$7,290.00","TURF REBATE FOR 2863 CRESTHILL DRIVE, APN 213-26-030 - 4312",20170425,20101 - REBATE 21326030 - 04/25/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,MOHAVE COUNTY WATER AUTHORITY,"$36,990.00",MEMBERSHIP DUES 2017/2018 - 5721,20170808,2313 - 17-18 BHC - 08/08/2017 - 3201,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,RIVERVIEW RV RESORT OWNERS ASSOCIATION INC,"$15,000.00","TURF REBATE FOR 2000 RAMAR RD, APN 220-37-699 - 4312",20171005,781 - REBATE 22037699 - 10/05/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,SILVER CLIFF APARTMENTS,"$9,550.00",REBATE HE WASHING MACHINES & TOILETS - PHASE 3 APN 213-19-120A - 4312,20170728,8683 - REBATE PHASE 3 - 07/28/2017 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2017,WATER IMPOST
EX,"WILLARD, DOUG","$7,500.00",TURF REBATE FOR 3975 MOUNTAIN VIEW RD - 4312,20180308,20427 - 022718 - 03/08/2018 - 7728,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,General Government,2018,WATER IMPOST
EX,A-1 FLEET SMART,"$5,900.50",BATS DEMAND WORK 04/20-05/10/17 - 4330,20170524,19459 - 307331 - 05/24/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$10,807.18",BATS FIXED ROUTE WORK 10/29-11/14/17 - 4330,20171120,19459 - 3532578 - 11/20/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$5,301.31",BATS FIXED WORK 01/11-01/31/18 - 4330,20180206,19459 - 3532604 - 02/06/2018 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
EX,A-1 FLEET SMART,"$6,672.01",BATS FIXED WORK 02/17-03/15/18 - 4330,20180319,19459 - 3532518 - 03/19/2018 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
EX,A-1 FLEET SMART,"$6,234.69",BATS FIXED WORK 04/09-04/25/17 - 4330,20170504,19459 - 307324 - 05/04/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$6,854.83",BATS FIXED WORK 04/20-05/10/17 - 4330,20170524,19459 - 307329 - 05/24/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$11,625.05",BATS FIXED WORK 05/23/17-06/06/17-06/26/17 - 4330,20170630,19459 - 307345 - 06/30/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$6,025.16",BATS FIXED WORK 07/27-08/16/17 - 4330,20170818,19459 - 307356-2 - 08/18/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$6,141.01",BATS FIXED WORK 11/15-11/30/17 - 4330,20171205,19459 - 3532583 - 12/05/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$6,188.08",BATS FIXED WORK 11/30-12/12/17 - 4330,20171218,19459 - 3532588 - 12/18/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,A-1 FLEET SMART,"$6,036.71",BATS FIXED WORK 12/13-12/27/17 - 4330,20180104,19459 - 3532593 - 01/04/2018 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
EX,A-1 FLEET SMART,"$6,035.23",BATS PM WORK 03/15-03/31/17 - 4330,20170403,19459 - 307317 - 04/03/2017 - 7191,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$5,673.76",GASOLINE - 6210,20170430,2017-00007890 - 4908081,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$6,355.90",GASOLINE - 6210,20170531,2017-00008848 - 4938403,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$6,756.31",GASOLINE - 6210,20170630,2017-00009482 - 4969473,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$6,151.99",GASOLINE - 6210,20170731,2018-00000922 - 4989058,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$6,993.52",GASOLINE - 6210,20170831,2018-00002048 - 5028043,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$5,829.65",GASOLINE - 6210,20170930,2018-00002760 - 5047083,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$5,822.14",GASOLINE - 6210,20171031,2018-00003384 - 5064856,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,NOT APPLICABLE,"$5,851.29",GASOLINE - 6210,20180331,2018-00007707 - 5188034,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
EX,STATE OF ARIZONA,"$5,600.00",TRANSIT STUDY LOCAL MATCH - MPD0006-18 #G1603AZT - 3280,20171220,3003 - MPG16-5993-3 - 12/20/2017 - 7181,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,SYNCROMATICS CORPORATION,"$10,197.60",ANNUAL SERVICE RENEWAL FOR 11/01-10/31/18 - 4343,20171120,5403 - 102895 - 11/20/2017 - 7192,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,973.78",REGULAR FULL-TIME WAGES - 1105,20170408,2017-00007206 - 4891753,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,049.84",REGULAR FULL-TIME WAGES - 1105,20170408,2017-00007206 - 4891840,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,068.66",REGULAR FULL-TIME WAGES - 1105,20170422,2017-00007550 - 4900948,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,721.00",REGULAR FULL-TIME WAGES - 1105,20170506,2017-00007968 - 4910842,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,056.33",REGULAR FULL-TIME WAGES - 1105,20170506,2017-00007968 - 4910942,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,760.60",REGULAR FULL-TIME WAGES - 1105,20170520,2017-00008388 - 4921379,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,087.46",REGULAR FULL-TIME WAGES - 1105,20170603,2017-00008748 - 4933821,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,816.46",REGULAR FULL-TIME WAGES - 1105,20170603,2017-00008748 - 4933822,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,829.71",REGULAR FULL-TIME WAGES - 1105,20170617,2017-00009168 - 4953569,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,585.63",REGULAR FULL-TIME WAGES - 1105,20170617,2017-00009168 - 4953658,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,680.20",REGULAR FULL-TIME WAGES - 1105,20170630,2017-00009451 - 4963495,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,757.39",REGULAR FULL-TIME WAGES - 1105,20170715,2018-00000432 - 4975541,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,807.13",REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986325,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,707.58",REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5003904,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,783.39",REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015434,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,424.76",REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5026871,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,825.40",REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5035949,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,590.04",REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046226,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,466.76",REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5057561,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,447.41",REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067048,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,088.25",REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081607,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,849.40",REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5096822,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,458.09",REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107014,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$6,670.05",REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5114849,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,728.60",REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128694,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
PY,NOT APPLICABLE,"$6,905.40",REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5140865,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
PY,NOT APPLICABLE,"$6,920.21",REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150609,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
PY,NOT APPLICABLE,"$6,576.37",REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171818,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
PY,NOT APPLICABLE,"$5,744.80",REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183701,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2018,TRANSIT
PY,NOT APPLICABLE,"$14,025.50",ACCRUED LEAVE PAID - 1160,20170617,2017-00009168 - 4953523,211 - TRANSIT,619 - GEN GOVT,3580 - SENIOR TRANSPORTATION,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$58,533.13",ACCRUED LEAVE PAID - 1160,20170617,2017-00009168 - 4953679,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
PY,NOT APPLICABLE,"$5,802.75",ICMA RETIREMENT - 1533,20170617,2017-00009168 - 4953676,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,General Government,2017,TRANSIT
EX,CREDITRON CORPORATION,"$11,596.70",REMOTE DEPOSIT SOFTWARE MAINTENANCE 11/01/17-10/31/18 - 4343,20170908,14193 - I12595 - 09/08/2017 - 5168,501 - WASTEWATER OPS,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,WASTEWATER OPS
EX,MAILMAX MAILING SOLUTIONS LLC,"$5,985.00",ANNUAL SUPPORT SOFTWARE RENEWAL 2017-2018 - 4343,20171130,16832 - 52487 - 11/30/2017 - 5168,501 - WASTEWATER OPS,619 - GEN GOVT,2050 - TECHNOLOGY SERVICES,General Government,2017,WASTEWATER OPS
