Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year
EX,"ANTHONY J MULLAN, ATTY AT LAW","$5,387.38 ",3215,RELIEF PUBLIC DEFENDER CONTRACT 03/16 - 3215,20160301,13335 - MARCH 2016 - 03/01/2016 - 1586,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,1746,2016
EX,BULLHEAD AREA CHAMBER,"$5,000.00 ",3130,TOURISM AGREEMENT CONRACT 03/16 - 3130,20160301,1058 - MARCH 2016 - 03/01/2016 - 7270,101,665,2030,101 - GENERAL ,665 - ECONOMIC DEVELOPMENT,2030 - ECONOMIC DEVELOPMENT,1747,2016
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$5,488.00 ",3890,"MEALS ON WHEELS, JANUARY 2016 - 3890",20160301,12557 - 013116 - 03/01/2016 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,1748,2016
EX,WESTERN ARIZONA REGIONAL MEDICAL CENTER,"$10,192.00 ",3890,"MEALS ON WHEELS, JANUARY 2016 - 3890",20160301,12557 - 013116 - 03/01/2016 - 6293,245,641,3576,245 - BHC SR NUTRITION CENTER,641 - HEALTH AND WELFARE,3576 - BHC SR NUTRITION CENTER,1749,2016
EX,"VULCAN, INC.","$5,123.38 ",7340,SAND SEAL SLURRY @ 6.9% - 7340,20160301,1506 - 80135432 - 03/01/2016 - 9296,313,631,6119,313 - TRANSPORTATION,631 - TRANSPORTATION,6119 - BHC PKWY IMPROVEMENTS,1750,2016
EX,"VULCAN, INC.","$10,486.87 ",7340,SAND SEAL SLURRY @ 6.9% - 7340,20160301,1506 - 80135431 - 03/01/2016 - 9296,313,631,6119,313 - TRANSPORTATION,631 - TRANSPORTATION,6119 - BHC PKWY IMPROVEMENTS,1751,2016
EX,US POSTMASTERS,"$8,000.00 ",6150,POSTAGE FOR WASTEWATER BILLING 03/16 - 6150,20160301,1492 - MARCH 2016 - 03/01/2016 - 5092,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1752,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$5,181.38 ",4110,321 - 2525 RIO RANCHO BLVD SEWER - 4110,20160301,1318 - 321 0216 - 03/01/2016 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1753,2016
EX,"PRO PETROLEUM, INC.","$9,071.44 ",6210,UNLEADED FUEL W/10% ETHANOL - 6210,20160301,3441 - 2498604 - 03/01/2016 - 8146,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,1754,2016
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$246,067.34 ",3220,MEDICAL/DENTAL/VISION CLAIMS AND PREMIUMS - 3220,20160301,512 - MARCH 2016 - 03/01/2016 - 6776,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1755,2016
EX,NORTHWEST ARIZONA EMPLOYEE BENEFIT TRUST,"$38,568.46 ",3430,MEDICAL/DENTAL/VISION CLAIMS AND PREMIUMS - 3430,20160301,512 - MARCH 2016 - 03/01/2016 - 6777,610,618,2040,610 - NORTHWEST AZ EMP BENEFIT TRUST,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1756,2016
EX,REBEL OIL,"$10,726.36 ",6220,USLD #2 DIESEL - 6220,20160302,1644 - 5101352 - 03/02/2016 - 8147,601,660,6210,601 - FLEET SERVICES,660 - PUBLIC WORKS,6210 - FLEET FUEL FACILITY,1757,2016
RV,NOT APPLICABLE,"$10,738.85 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160303,2016-00006736 - 4594711,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1758,2016
RV,NOT APPLICABLE,"$79,373.37 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160303,2016-00006736 - 4594710,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1759,2016
EX,DELL MARKETING L.P.,"$22,742.69 ",8010,DESKTOP COMPUTER LEASE PAYMENT - 8010,20160307,5399 - 78371573 - 03/07/2016 - 2170,101,670,9500,101 - GENERAL ,670 - DEBT SERVICE,9500 - GENERAL SERVICES,1760,2016
RV,NOT APPLICABLE,"$141,367.84 ",444.1,SEWER USER CHARGES - 444.1000,20160307,2016-00006229 - 4578152,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1761,2016
EX,ROOTX,"$9,583.00 ",6520,"GREASE-X BIOZYME LOOSE, ROOTX SQUARE JARS - 6520",20160307,7720 - 44234 - 03/07/2016 - 5219,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1762,2016
EX,"HENNESY MECHANICAL SALES,LLC","$11,236.16 ",4365,"KSB AMAMIX C W/50 FT CABLE, INC MIXER BRACKET - 4365",20160307,7969 - 12071 - 03/07/2016 - 5244,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1763,2016
EX,MOHAVE VALLEY LANDFILL,"$8,258.80 ",4130,LANDFILL CHARGES FOR WASTEWATER - 4130,20160307,1325 - 4522-000011956 - 03/07/2016 - 6148,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1764,2016
EX,HILL BROTHERS CHEMICAL CO.,"$6,208.20 ",6520,THIOGUARD - 6520,20160307,2999 - 4416351 - 03/07/2016 - 5219,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1765,2016
RV,NOT APPLICABLE,"$458,144.62 ",413.1,CITY SALES TAX - 413.1000,20160308,2016-00006516 - 4588037,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1766,2016
EX,CRAFCO INC.,"$20,058.47 ",4361,POLYFLEX TYPE 4  - 4361,20160308,4390 - 00197723 - 03/08/2016 - 2477,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1767,2016
EX,HYDROSYSTEMS INC,"$6,764.50 ",7350,SECTION 10 WWTP EFFLUENT INJ WELLS - 7350,20160308,6758 - 15-741.4 - 03/08/2016 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1768,2016
EX,JONN'S CONSTRUCTION INC,"$5,373.40 ",4510,REHAB CHANGE ORDER - 876 CORAL REEF - 4510,20160309,18949 - 00360 - 03/09/2016 - 3565,215,663,3561,215 - HOUSING REDEVELOPMENT,663 - REDEV AND HOUSING,3561 - HOME,1769,2016
EX,STEVE P RADOS INC,"$85,618.67 ",7350,"BULLHEAD LIFT STATIONS 10-1 & 10-4 IMPROVEMENTS, PAY APP#19 - 7350",20160309,1152 - 19 DEC REVISED - 03/09/2016 - 5468,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,1770,2016
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$22,698.75 ",5210,QUARTERLY INSTALLMENT ON CITY'S EXCESS LIABILITY INSURANCE - 5210,20160309,1020 - 9907 - 03/09/2016 - 5718,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1771,2016
EX,ARIZONA MUNICIPAL RISK RETENTION POOL,"$135,322.50 ",5210,QUARTERLY INSTALLMENT ON CITY'S LIABILITY INSURANCE - 5210,20160309,1020 - 9908 - 03/09/2016 - 5718,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1772,2016
RV,NOT APPLICABLE,"$396,717.57 ",435.11,STATE INCOME TAX - 435.1100,20160310,2016-00006516 - 4588038,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1773,2016
EX,"IKON OFFICE SOLUTIONS, INC","$5,423.01 ",4440,COPIER LEASE SCHEDULE 801825 - 4440,20160310,1254 - 31834431-51 - 03/10/2016 - 6397,101,619,9500,101 - GENERAL ,619 - GEN GOVT,9500 - GENERAL SERVICES,1774,2016
EX,ABC SUPPLY CO. INC.,"$6,940.74 ",7320,MOHAVE BLOCK 8816 - 7320,20160310,7737 - 46561785 - 03/10/2016 - 2189,101,700,3550,101 - GENERAL ,700 - CAPITAL OUTLAY,3550 - PARKS MAINTENANCE,1775,2016
EX,"ATKINS NORTH AMERICA, INC. ","$16,931.25 ",7350,LIFT STATIONS 10-1 & 10-4 REPLACEMENT CONSTRUCTION - 7350,20160310,17138 - 1832901 - 03/10/2016 - 5468,520,700,6405,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6405 - LIFT STATION REHAB,1776,2016
RV,NOT APPLICABLE,"$277,485.01 ",435.14,HIGHWAY USER REVENUE - 435.1400,20160311,2016-00006516 - 4588039,201,0,0,201 - STREETS (HURF),000 - GEN,0000 - GEN,1777,2016
EX,MORRISON MAIERLE INC,"$9,641.86 ",7350,SECTION 18 WWTP CONSTRUCTION THROUGH 01/29/16 - 7350,20160311,13716 - 167093 - 03/11/2016 - 5470,520,700,6406,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6406 - SECT18 TRTMNT PLNT IMPRV,1778,2016
EX,PROFORCE LAW ENFORCEMENT,"$6,725.41 ",5255,TRJ MRO RED DOT 2.0 SIGHTS WITH MOA MOUNTS FOR RIFLES - 5255,20160311,16003 - 266168 - 03/11/2016 - 5719,604,618,2040,604 - RISK MANAGEMENT,618 - PERS ADMIN,2040 - HUMAN RESOURCES,1779,2016
PY,NOT APPLICABLE,"$18,118.52 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591178,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1780,2016
PY,NOT APPLICABLE,"$5,596.28 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591183,101,613,2000,101 - GENERAL ,613 - EXECUTIVE,2000 - CITY MANAGER,1781,2016
PY,NOT APPLICABLE,"$13,609.50 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591195,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,1782,2016
PY,NOT APPLICABLE,"$20,314.30 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591216,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1783,2016
PY,NOT APPLICABLE,"$7,016.56 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591229,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,1784,2016
PY,NOT APPLICABLE,"$8,212.14 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591237,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,1785,2016
PY,NOT APPLICABLE,"$5,750.64 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591241,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,1786,2016
PY,NOT APPLICABLE,"$5,979.03 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591245,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,1787,2016
PY,NOT APPLICABLE,"$14,652.92 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591261,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1788,2016
PY,NOT APPLICABLE,"$28,604.74 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20160312,2016-00006600 - 4591290,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1789,2016
PY,NOT APPLICABLE,"$107,181.05 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591322,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1790,2016
PY,NOT APPLICABLE,"$5,484.44 ",1560,WORKERS COMPENSATION - 1560,20160312,2016-00006600 - 4591306,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1791,2016
PY,NOT APPLICABLE,"$6,702.69 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20160312,2016-00006600 - 4591354,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1792,2016
PY,NOT APPLICABLE,"$38,030.31 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591374,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1793,2016
PY,NOT APPLICABLE,"$11,974.53 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591381,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,1794,2016
PY,NOT APPLICABLE,"$23,203.33 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591408,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1795,2016
PY,NOT APPLICABLE,"$9,096.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591414,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,1796,2016
PY,NOT APPLICABLE,"$6,015.38 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591418,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,1797,2016
PY,NOT APPLICABLE,"$16,462.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591463,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1798,2016
PY,NOT APPLICABLE,"$19,605.46 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591485,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1799,2016
PY,NOT APPLICABLE,"$5,902.03 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591754,211,619,3586,211 - TRANSIT,619 - GEN GOVT,3586 - TRANSIT ADOT,1800,2016
PY,NOT APPLICABLE,"$11,689.15 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591627,501,615,2510,501 - WASTEWATER,615 - FIN ADMIN,2510 - BILLING AND COLLECTION,1801,2016
PY,NOT APPLICABLE,"$28,478.68 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591646,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1802,2016
PY,NOT APPLICABLE,"$6,339.50 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591652,501,660,6000,501 - WASTEWATER,660 - PUBLIC WORKS,6000 - ADMINISTRATION,1803,2016
PY,NOT APPLICABLE,"$10,272.12 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591657,501,660,6010,501 - WASTEWATER,660 - PUBLIC WORKS,6010 - ENGINEERING,1804,2016
PY,NOT APPLICABLE,"$6,956.98 ",1105,REGULAR FULL-TIME WAGES - 1105,20160312,2016-00006600 - 4591665,601,660,6200,601 - FLEET SERVICES,660 - PUBLIC WORKS,6200 - FLEET SERVICES,1805,2016
RV,NOT APPLICABLE,"$16,479.75 ",440.4,INTERNAL SERVICE CHARGE - 440.4000,20160312,2016-00006600 - 4591668,604,0,0,604 - RISK MANAGEMENT,000 - GEN,0000 - GEN,1806,2016
RV,NOT APPLICABLE,"$11,865.60 ",479,OTHER REVENUE - 479.0000,20160312,2016-00006600 - 4591750,610,0,0,610 - NORTHWEST AZ EMP BENEFIT TRUST,000 - GEN,0000 - GEN,1807,2016
RV,NOT APPLICABLE,"$138,816.73 ",444.1,SEWER USER CHARGES - 444.1000,20160314,2016-00006379 - 4584129,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1808,2016
RV,NOT APPLICABLE,"$22,447.93 ",413.1,CITY SALES TAX - 413.1000,20160315,2016-00006612 - 4591954,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1809,2016
RV,NOT APPLICABLE,"$81,005.12 ",413.1,CITY SALES TAX - 413.1000,20160315,2016-00006612 - 4591953,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1810,2016
RV,NOT APPLICABLE,"$6,458.49 ",451.2,COURT FINES - 451.2000,20160315,2016-00006578 - 4590113,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1811,2016
RV,NOT APPLICABLE,"$6,129.05 ",418.15,FRANCHISE TAX-REFUSE - 418.1500,20160315,2016-00006538 - 4588993,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1812,2016
RV,NOT APPLICABLE,"$81,762.81 ",435.15,VEHICLE LICENSE TAX - 435.1500,20160315,2016-00006612 - 4591952,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1813,2016
EX,ENVIRONMENTAL SYSTEMS RESEARCH,"$9,260.00 ",4343,"ARCGIS ADVANCED,ARCGIS BASIC,ARCPAD MAINTENANCE - 4343",20160315,11072 - 93102084 - 03/15/2016 - 6077,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1814,2016
EX,MOHAVE VALLEY LANDFILL,"$9,851.27 ",4130,WASTEWATER LANDFILL CHARGES 02/16-02/29/16 - 4130,20160315,1325 - 4522-000011986 - 03/15/2016 - 6148,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1815,2016
EX,SCHOFIELD CIVIL CONSTRUCTION,"$150,700.00 ",7350,SECTION 10 WWTP UV BASIN REPLACEMENT - 7350,20160315,9131 - 2 - 03/15/2016 - 5467,520,700,6404,520 - SEWER DEVELOPMENT,700 - CAPITAL OUTLAY,6404 - SECT10 TRTMNT PLNT IMPRV,1816,2016
RV,NOT APPLICABLE,"$7,000.00 ",477.11,SALE OF CAPITAL ASSETS - 477.1100,20160315,2016-00006538 - 4588990,606,0,0,606 - FLEET REPLACEMENT,000 - GEN,0000 - GEN,1817,2016
EX,SOLENIS LLC,"$5,732.93 ",6520,PRAESTOL K - 6520,20160316,1347 - 131036004 - 03/16/2016 - 5219,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1818,2016
RV,NOT APPLICABLE,"$296,891.19 ",435.13,STATE SALES TAX - 435.1300,20160317,2016-00006734 - 4594701,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1819,2016
EX,"HENNESY MECHANICAL SALES,LLC","$15,545.60 ",4365,SECTION 30 BPS - LOT BILLING - 4365,20160317,7969 - 12106 - 03/17/2016 - 5244,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1820,2016
EX,DELL MARKETING L.P.,"$12,349.46 ",4343,PROSUPPORT PLUS MISSION CRITI CALL SUPPORT - 4343,20160318,5399 - XJWR4C818 - 03/18/2016 - 1353,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,1821,2016
RV,NOT APPLICABLE,"$17,190.04 ",455.13,PRE-PAID PRINCIPAL - 455.1300,20160321,2016-00008107 - 4631712,408,0,0,408 - SID#3,000 - GEN,0000 - GEN,1822,2016
RV,NOT APPLICABLE,"$143,798.45 ",444.1,SEWER USER CHARGES - 444.1000,20160321,2016-00006566 - 4589912,501,0,0,501 - WASTEWATER,000 - GEN,0000 - GEN,1823,2016
RV,NOT APPLICABLE,"$120,969.48 ",413.1,CITY SALES TAX - 413.1000,20160322,2016-00006734 - 4594702,101,0,0,101 - GENERAL ,000 - GEN,0000 - GEN,1824,2016
EX,JIM BALDWIN ROOFING,"$5,495.00 ",4510,REHAB ROOF REPLACEMENT - 860 BRILL DRIVE - 4510,20160322,17357 - 5463 - 03/22/2016 - 3565,215,663,3561,215 - HOUSING REDEVELOPMENT,663 - REDEV AND HOUSING,3561 - HOME,1825,2016
RV,NOT APPLICABLE,"$40,675.84 ",455.13,PRE-PAID PRINCIPAL - 455.1300,20160322,2016-00008116 - 4631762,408,0,0,408 - SID#3,000 - GEN,0000 - GEN,1826,2016
EX,STATE OF ARIZONA,"$6,000.00 ",3810,WQL WATER QUALITY SECTION 18 WWTP - 3810,20160322,3003 - 0000230689X - 03/22/2016 - 5252,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1827,2016
EX,"SIERRA TRANSPORTATION & TECHNOLOGIES, LLC","$10,675.00 ",4390,ANNUAL TRAFFIC SIGNAL INSPECTION AND RECERTIFICATION - 4390,20160323,751 - 2792 - 03/23/2016 - 6383,201,631,6100,201 - STREETS (HURF),631 - TRANSPORTATION,6100 - STREET OPERATIONS,1828,2016
EX,MOHAVE COUNTY WATER AUTHORITY,"$12,591.60 ",3890,FIRMING SUBCONTRACT NO. 2 OF COLORADO RIVER WATER - 3890,20160323,2313 - 19/20 BHC - 03/23/2016 - 3202,210,619,3050,210 - WATER IMPOST,619 - GEN GOVT,3050 - WATER IMPOST,1829,2016
EX,H & H DEVELOPMENT INC,"$13,498.40 ",4510,REHAB REPAIRS - 860 BRILL DRIVE - 4510,20160323,5162 - 1127 - 03/23/2016 - 3565,215,663,3561,215 - HOUSING REDEVELOPMENT,663 - REDEV AND HOUSING,3561 - HOME,1830,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$5,099.63 ",4110,321 - 2525 RIO RANCHO BLVD SEWER - 4110,20160323,1318 - 321 0316 - 03/23/2016 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1831,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$10,839.70 ",4110,176 - LAKESIDE/CHAPARRAL - 4110,20160324,1318 - 176 0316 - 03/24/2016 - 2064,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1832,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$10,143.13 ",4110,080 - 901 RICHARDO AVE SEWER PLANT - 4110,20160324,1318 - 080 0316 - 03/24/2016 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1833,2016
EX,MOHAVE ELECTRIC COOPERATIVE,"$7,656.00 ",4110,221 - 901 RICHARDO AVE - 4110,20160324,1318 - 221 0316 - 03/24/2016 - 5255,501,632,6400,501 - WASTEWATER,632 - SANITATION,6400 - WASTEWATER,1834,2016
EX,VTN NEVADA,"$22,146.00 ",3280,COLORADO RIVER HERITAGE TRAIL IMPROVEMENTS 01/30-02/26/16 - 3280,20160325,9961 - 1 - 03/25/2016 - 8035,312,650,3556,312 - PARKS & RECREATION,650 - PARKS & REC,3556 - TRAIL IMPROVEMENTS,1835,2016
RV,NOT APPLICABLE,"$5,898.25 ",455.13,PRE-PAID PRINCIPAL - 455.1300,20160325,2016-00008121 - 4631792,408,0,0,408 - SID#3,000 - GEN,0000 - GEN,1836,2016
PY,NOT APPLICABLE,"$19,496.89 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599845,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1837,2016
PY,NOT APPLICABLE,"$6,218.09 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599851,101,613,2000,101 - GENERAL ,613 - EXECUTIVE,2000 - CITY MANAGER,1838,2016
PY,NOT APPLICABLE,"$17,119.19 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599864,101,615,2500,101 - GENERAL ,615 - FIN ADMIN,2500 - BUDGET AND ACCOUNTING,1839,2016
PY,NOT APPLICABLE,"$22,512.55 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599887,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1840,2016
PY,NOT APPLICABLE,"$9,741.68 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599900,101,619,2050,101 - GENERAL ,619 - GEN GOVT,2050 - TECH SERVICES,1841,2016
PY,NOT APPLICABLE,"$9,124.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599908,101,619,3020,101 - GENERAL ,619 - GEN GOVT,3020 - BUILDING SAFETY,1842,2016
PY,NOT APPLICABLE,"$6,405.16 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599912,101,619,3030,101 - GENERAL ,619 - GEN GOVT,3030 - CODE ENFORCEMENT,1843,2016
PY,NOT APPLICABLE,"$6,643.38 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599916,101,619,3570,101 - GENERAL ,619 - GEN GOVT,3570 - FACILITIES MANAGEMENT,1844,2016
PY,NOT APPLICABLE,"$16,658.37 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599934,101,621,5000,101 - GENERAL ,621 - PUBLIC SAFETY,5000 - ADMINISTRATION,1845,2016
PY,NOT APPLICABLE,"$5,212.19 ",1140,OVERTIME WAGES - 1140,20160326,2016-00006940 - 4599940,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1846,2016
PY,NOT APPLICABLE,"$33,326.57 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20160326,2016-00006940 - 4599965,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1847,2016
PY,NOT APPLICABLE,"$125,024.72 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4599995,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1848,2016
PY,NOT APPLICABLE,"$6,392.39 ",1560,WORKERS COMPENSATION - 1560,20160326,2016-00006940 - 4599980,101,621,5010,101 - GENERAL ,621 - PUBLIC SAFETY,5010 - PATROL,1849,2016
PY,NOT APPLICABLE,"$6,517.83 ",1535,PUBLIC SAFETY RETIREMENT - 1535,20160326,2016-00006940 - 4600031,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1850,2016
PY,NOT APPLICABLE,"$38,223.20 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600053,101,621,5020,101 - GENERAL ,621 - PUBLIC SAFETY,5020 - CID,1851,2016
PY,NOT APPLICABLE,"$13,434.34 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600060,101,621,5030,101 - GENERAL ,621 - PUBLIC SAFETY,5030 - SUPPORT SERVICES,1852,2016
PY,NOT APPLICABLE,"$26,531.34 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600075,101,621,5040,101 - GENERAL ,621 - PUBLIC SAFETY,5040 - EMERGENCY SERVICES,1853,2016
PY,NOT APPLICABLE,"$10,759.17 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600081,101,641,5050,101 - GENERAL ,641 - HEALTH AND WELFARE,5050 - ANIMAL CARE AND WELFARE,1854,2016
PY,NOT APPLICABLE,"$7,196.06 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600087,101,650,3505,101 - GENERAL ,650 - PARKS & REC,3505 - RECREATION SERVICES,1855,2016
PY,NOT APPLICABLE,"$18,992.87 ",1105,REGULAR FULL-TIME WAGES - 1105,20160326,2016-00006940 - 4600142,101,650,3550,101 - GENERAL ,650 - PARKS & REC,3550 - PARKS MAINTENANCE,1856,2016
