Transaction Type,Payee/Customer/Vendor Name,Amount,Object,Transaction Description,Posting Date,Transaction ID,Fund,Dept,Div,Fund1,Dept1,Div1,Record Number,Fiscal Year,Entity Name,Organization Level 1 Name,Organization Level 2 Name,Payee DBA Name,Vendor ID Code,Transaction Reference ID,Contract Name,Contract Number,Payment Method,Dept_Name,Year,Fund_Name
PY,NOT APPLICABLE,"$5,951.52 ",1510,HEALTH INSURANCE - 1510,20171007,2018-00002751 - 5046183,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1478,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$5,929.30 ",1510,HEALTH INSURANCE - 1510,20171021,2018-00003084 - 5056932,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1532,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$5,951.52 ",1510,HEALTH INSURANCE - 1510,20171104,2018-00003457 - 5066999,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1690,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$5,951.52 ",1510,HEALTH INSURANCE - 1510,20171118,2018-00003853 - 5081556,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1741,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$6,544.02 ",1510,HEALTH INSURANCE - 1510,20171202,2018-00004318 - 5096776,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1880,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$6,544.02 ",1510,HEALTH INSURANCE - 1510,20171216,2018-00004832 - 5106971,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,1956,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$6,544.02 ",1510,HEALTH INSURANCE - 1510,20171230,2018-00005082 - 5114803,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2075,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2017,GENERAL 
PY,NOT APPLICABLE,"$6,544.02 ",1510,HEALTH INSURANCE - 1510,20180113,2018-00005481 - 5128648,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2178,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
PY,NOT APPLICABLE,"$5,949.33 ",1510,HEALTH INSURANCE - 1510,20180127,2018-00005990 - 5140822,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2252,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
PY,NOT APPLICABLE,"$5,919.13 ",1510,HEALTH INSURANCE - 1510,20180210,2018-00006374 - 5150561,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2387,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
PY,NOT APPLICABLE,"$5,888.93 ",1510,HEALTH INSURANCE - 1510,20180224,2018-00006736 - 5159569,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2433,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
PY,NOT APPLICABLE,"$5,949.33 ",1510,HEALTH INSURANCE - 1510,20180310,2018-00007130 - 5171770,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2582,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
PY,NOT APPLICABLE,"$5,949.33 ",1510,HEALTH INSURANCE - 1510,20180324,2018-00007533 - 5183656,101,612,4500,101 - GENERAL ,612 - JUDICIAL,4500 - MUNICIPAL COURT,2637,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Judicial,2018,GENERAL 
EX,THE UPHOLSTERY SHOP INC,"$5,872.00 ",3280,REUPHOLSTER CHAIRS IN COURTROOM A - 3280,20171206,3298 - 007451 - 12/06/2017 - 8048,220,612,4500,220 - FINES/FEES AND RESTITUTION PRGM,612 - JUDICIAL,4500 - MUNICIPAL COURT,1920,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,3298,3023647,NULL,NULL,CHECK,Judicial,2017,FINES/FEES AND RESTITUTION PRGM
PY,NOT APPLICABLE,"$23,809.77 ",1105,REGULAR FULL-TIME WAGES - 1105,20170408,2017-00007206 - 4892162,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,28,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,809.77 ",1105,REGULAR FULL-TIME WAGES - 1105,20170422,2017-00007550 - 4901296,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,104,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,706.16 ",1105,REGULAR FULL-TIME WAGES - 1105,20170506,2017-00007968 - 4911290,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,235,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,649.27 ",1105,REGULAR FULL-TIME WAGES - 1105,20170520,2017-00008388 - 4920743,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,304,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,681.11 ",1105,REGULAR FULL-TIME WAGES - 1105,20170603,2017-00008748 - 4933208,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,462,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,931.53 ",1105,REGULAR FULL-TIME WAGES - 1105,20170617,2017-00009168 - 4953998,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,531,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,273.57 ",1105,REGULAR FULL-TIME WAGES - 1105,20170630,2017-00009451 - 4962941,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,636,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,516.71 ",1105,REGULAR FULL-TIME WAGES - 1105,20170715,2018-00000432 - 4976113,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,827,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,561.35 ",1105,REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986753,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,911,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,586.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5004312,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1077,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,586.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015862,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1133,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,610.75 ",1105,REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5027298,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1280,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$24,610.75 ",1105,REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5036382,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1334,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,722.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046653,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1488,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,722.96 ",1105,REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5056979,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1536,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,722.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5067485,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1687,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,748.55 ",1105,REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5082021,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1752,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,754.95 ",1105,REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5097240,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1877,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$22,911.00 ",1105,REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5107441,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1965,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$22,920.55 ",1105,REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5115268,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2086,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
PY,NOT APPLICABLE,"$23,925.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5129109,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2175,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$22,910.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5141290,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2260,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$5,110.28 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150998,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2393,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$22,910.99 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5151020,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2395,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$22,910.98 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5160050,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2441,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$23,891.66 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5172216,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2590,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$23,892.89 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5184095,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,2645,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2018,GENERAL 
PY,NOT APPLICABLE,"$5,576.82 ",1160,ACCRUED LEAVE PAID - 1160,20171201,2018-00004119 - 5090671,101,616,4000,101 - GENERAL ,616 - LAW,4000 - LEGAL SERVICES,1861,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Law,2017,GENERAL 
EX,SPENCER FANE LLP,"$35,694.00 ",3215,LEGAL SERVICES FOR PERIOD ENDING 06/30/17 - RADOS - 3215,20170630,20086 - 598987 - 06/30/2017 - 10440,501,616,4000,501 - WASTEWATER OPS,616 - LAW,4000 - LEGAL SERVICES,694,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20086,3021719,NULL,2017-00000150,CHECK,Law,2017,WASTEWATER OPS
EX,SPENCER FANE LLP,"$21,446.27 ",3215,"LEGAL SERVICES MARCH-APRIL, 2017 - RADOS CASE - 3215",20170531,20086 - 591305 - 05/31/2017 - 10440,501,616,4000,501 - WASTEWATER OPS,616 - LAW,4000 - LEGAL SERVICES,406,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,20086,3020896,NULL,2017-00000150,CHECK,Law,2017,WASTEWATER OPS
EX,ECS IMAGING INC,"$6,525.00 ",3280,"LF AVANTE MS SQL W/WORKFLOW,LF INSTALLATION SERVICES - 3280",20170630,16352 - 12425 - 06/30/2017 - 966,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,689,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,16352,3021772,NULL,NULL,CHECK,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,042.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20170408,2017-00007206 - 4891691,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,17,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,042.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20170422,2017-00007550 - 4900837,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,93,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,042.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20170506,2017-00007968 - 4910778,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,224,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,042.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20170520,2017-00008388 - 4920694,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,299,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,042.70 ",1105,REGULAR FULL-TIME WAGES - 1105,20170603,2017-00008748 - 4933160,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,472,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,074.86 ",1105,REGULAR FULL-TIME WAGES - 1105,20170617,2017-00009168 - 4953504,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,520,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,123.10 ",1105,REGULAR FULL-TIME WAGES - 1105,20170630,2017-00009451 - 4962900,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,606,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170715,2018-00000432 - 4975495,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,814,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170729,2018-00000845 - 4986262,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,900,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170812,2018-00001239 - 5003840,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1065,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170826,2018-00001688 - 5015366,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1123,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170909,2018-00002026 - 5026805,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1268,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20170923,2018-00002392 - 5035884,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1323,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20171007,2018-00002751 - 5046163,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1477,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20171021,2018-00003084 - 5056929,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1531,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20171104,2018-00003457 - 5066975,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1689,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20171118,2018-00003853 - 5081532,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1740,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20171202,2018-00004318 - 5096753,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1879,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$6,569.00 ",1105,REGULAR FULL-TIME WAGES - 1105,20171216,2018-00004832 - 5106950,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,1955,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$6,569.00 ",1105,REGULAR FULL-TIME WAGES - 1105,20171230,2018-00005082 - 5114785,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2074,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2017,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180113,2018-00005481 - 5128626,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2177,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180127,2018-00005990 - 5140803,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2251,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180210,2018-00006374 - 5150541,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2386,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180224,2018-00006736 - 5159546,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2432,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180310,2018-00007130 - 5171752,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2581,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
PY,NOT APPLICABLE,"$5,374.60 ",1105,REGULAR FULL-TIME WAGES - 1105,20180324,2018-00007533 - 5183635,101,611,1500,101 - GENERAL ,611 - LEGISLATIVE,1500 - CITY CLERK,2636,2018,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Legislative,2018,GENERAL 
EX,NOT APPLICABLE,"$8,372.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170430,2017-00009325 - 4958579,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,161,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
EX,NOT APPLICABLE,"$17,750.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170430,2017-00009325 - 4958583,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,162,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
EX,NOT APPLICABLE,"$5,328.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170430,2017-00009325 - 4958594,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,163,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
EX,NOT APPLICABLE,"$18,750.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170430,2017-00009325 - 4958595,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,164,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
EX,NOT APPLICABLE,"$57,412.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170430,2017-00009325 - 4958599,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,165,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
EX,NOT APPLICABLE,"$8,372.00 ",9020,TRANSFER TO SPEC REV FUND - 9020,20170531,2017-00009326 - 4958639,101,790,9500,101 - GENERAL ,790 - OPERATING TRANSFERS,9500 - GENERAL SERVICES,387,2017,CITY OF BULLHEAD CITY,FINANCE,NULL,NULL,N/A,NULL,NULL,NULL,NULL,Operating Transfers,2017,GENERAL 
